------------------------------------------------------------------------------------
Date: 5/2/2025 -- 08:47:32 (uptime: 0d, 00h 00m 15s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 2951168
http.memuse                                   | Total                     | 69054
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:23:41 (uptime: 0d, 00h 02m 15s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 11046
capture.afpacket.polls                        | Total                     | 18798
capture.afpacket.poll_timeout                 | Total                     | 14596
capture.afpacket.poll_data                    | Total                     | 4202
decoder.pkts                                  | Total                     | 11046
decoder.bytes                                 | Total                     | 3938270
decoder.ipv4                                  | Total                     | 11046
decoder.ethernet                              | Total                     | 11046
decoder.tcp                                   | Total                     | 11046
tcp.syn                                       | Total                     | 626
tcp.synack                                    | Total                     | 626
decoder.avg_pkt_size                          | Total                     | 356
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 328
flow.total                                    | Total                     | 637
flow.active                                   | Total                     | 339
flow.tcp                                      | Total                     | 637
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 18
flow.wrk.flows_evicted_pkt_inject             | Total                     | 18
flow.wrk.flows_injected                       | Total                     | 18
tcp.sessions                                  | Total                     | 626
tcp.ssn_from_cache                            | Total                     | 18
tcp.ssn_from_pool                             | Total                     | 608
tcp.segment_from_cache                        | Total                     | 60
tcp.segment_from_pool                         | Total                     | 2804
app_layer.flow.http                           | Total                     | 623
app_layer.tx.http                             | Total                     | 626
flow.end.state.closed                         | Total                     | 298
flow.end.tcp_state.closed                     | Total                     | 298
flow.mgr.full_hash_pass                       | Total                     | 13
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10375
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 986
flow.mgr.flows_notimeout                      | Total                     | 688
flow.mgr.flows_timeout                        | Total                     | 298
flow.mgr.flows_evicted                        | Total                     | 298
flow.mgr.flows_evicted_needs_work             | Total                     | 18
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 280
flow.recycler.queue_avg                       | Total                     | 2
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 3074048
http.memuse                                   | Total                     | 72024
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:23:49 (uptime: 0d, 00h 02m 23s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 11744
capture.afpacket.polls                        | Total                     | 20223
capture.afpacket.poll_timeout                 | Total                     | 15638
capture.afpacket.poll_data                    | Total                     | 4585
decoder.pkts                                  | Total                     | 11922
decoder.bytes                                 | Total                     | 4271737
decoder.ipv4                                  | Total                     | 11922
decoder.ethernet                              | Total                     | 11922
decoder.tcp                                   | Total                     | 11922
tcp.syn                                       | Total                     | 675
tcp.synack                                    | Total                     | 675
decoder.avg_pkt_size                          | Total                     | 358
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 333
flow.total                                    | Total                     | 686
flow.active                                   | Total                     | 344
flow.tcp                                      | Total                     | 686
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 20
flow.wrk.flows_evicted_pkt_inject             | Total                     | 20
flow.wrk.flows_injected                       | Total                     | 20
tcp.sessions                                  | Total                     | 675
tcp.ssn_from_cache                            | Total                     | 20
tcp.ssn_from_pool                             | Total                     | 655
tcp.segment_from_cache                        | Total                     | 67
tcp.segment_from_pool                         | Total                     | 3022
app_layer.flow.http                           | Total                     | 671
app_layer.tx.http                             | Total                     | 675
flow.end.state.closed                         | Total                     | 342
flow.end.tcp_state.closed                     | Total                     | 342
flow.mgr.full_hash_pass                       | Total                     | 14
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10416
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1091
flow.mgr.flows_notimeout                      | Total                     | 746
flow.mgr.flows_timeout                        | Total                     | 345
flow.mgr.flows_evicted                        | Total                     | 345
flow.mgr.flows_evicted_needs_work             | Total                     | 20
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 322
flow.recycler.queue_avg                       | Total                     | 2
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 3024896
http.memuse                                   | Total                     | 67994
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:23:57 (uptime: 0d, 00h 02m 31s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 12059
capture.afpacket.polls                        | Total                     | 21299
capture.afpacket.poll_timeout                 | Total                     | 16642
capture.afpacket.poll_data                    | Total                     | 4657
decoder.pkts                                  | Total                     | 12098
decoder.bytes                                 | Total                     | 4367646
decoder.ipv4                                  | Total                     | 12098
decoder.ethernet                              | Total                     | 12098
decoder.tcp                                   | Total                     | 12098
tcp.syn                                       | Total                     | 680
tcp.synack                                    | Total                     | 680
decoder.avg_pkt_size                          | Total                     | 361
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 301
flow.total                                    | Total                     | 691
flow.active                                   | Total                     | 312
flow.tcp                                      | Total                     | 691
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 24
flow.wrk.flows_evicted_pkt_inject             | Total                     | 24
flow.wrk.flows_injected                       | Total                     | 24
tcp.sessions                                  | Total                     | 680
tcp.ssn_from_cache                            | Total                     | 22
tcp.ssn_from_pool                             | Total                     | 658
tcp.segment_from_cache                        | Total                     | 71
tcp.segment_from_pool                         | Total                     | 3045
app_layer.flow.http                           | Total                     | 679
app_layer.tx.http                             | Total                     | 680
flow.end.state.closed                         | Total                     | 379
flow.end.tcp_state.closed                     | Total                     | 379
flow.mgr.full_hash_pass                       | Total                     | 15
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10452
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1157
flow.mgr.flows_notimeout                      | Total                     | 778
flow.mgr.flows_timeout                        | Total                     | 379
flow.mgr.flows_evicted                        | Total                     | 379
flow.mgr.flows_evicted_needs_work             | Total                     | 22
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 355
flow.recycler.queue_avg                       | Total                     | 2
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 2906112
http.memuse                                   | Total                     | 59696
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:24:05 (uptime: 0d, 00h 02m 39s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 12905
capture.afpacket.polls                        | Total                     | 22317
capture.afpacket.poll_timeout                 | Total                     | 17393
capture.afpacket.poll_data                    | Total                     | 4924
decoder.pkts                                  | Total                     | 12905
decoder.bytes                                 | Total                     | 4660257
decoder.ipv4                                  | Total                     | 12905
decoder.ethernet                              | Total                     | 12905
decoder.tcp                                   | Total                     | 12905
tcp.syn                                       | Total                     | 723
tcp.synack                                    | Total                     | 723
decoder.avg_pkt_size                          | Total                     | 361
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 312
flow.total                                    | Total                     | 734
flow.active                                   | Total                     | 323
flow.tcp                                      | Total                     | 734
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 26
flow.wrk.flows_evicted_pkt_inject             | Total                     | 26
flow.wrk.flows_injected                       | Total                     | 26
tcp.sessions                                  | Total                     | 723
tcp.ssn_from_cache                            | Total                     | 24
tcp.ssn_from_pool                             | Total                     | 699
tcp.segment_from_cache                        | Total                     | 80
tcp.segment_from_pool                         | Total                     | 3247
app_layer.flow.http                           | Total                     | 723
app_layer.tx.http                             | Total                     | 723
flow.end.state.closed                         | Total                     | 411
flow.end.tcp_state.closed                     | Total                     | 411
flow.mgr.full_hash_pass                       | Total                     | 16
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10481
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1246
flow.mgr.flows_notimeout                      | Total                     | 835
flow.mgr.flows_timeout                        | Total                     | 411
flow.mgr.flows_evicted                        | Total                     | 411
flow.mgr.flows_evicted_needs_work             | Total                     | 26
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 385
flow.recycler.queue_avg                       | Total                     | 2
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 2955264
http.memuse                                   | Total                     | 87052
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:24:13 (uptime: 0d, 00h 02m 47s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 13807
capture.afpacket.polls                        | Total                     | 23713
capture.afpacket.poll_timeout                 | Total                     | 18439
capture.afpacket.poll_data                    | Total                     | 5274
decoder.pkts                                  | Total                     | 13807
decoder.bytes                                 | Total                     | 5031946
decoder.ipv4                                  | Total                     | 13807
decoder.ethernet                              | Total                     | 13807
decoder.tcp                                   | Total                     | 13807
tcp.syn                                       | Total                     | 771
tcp.synack                                    | Total                     | 771
decoder.avg_pkt_size                          | Total                     | 364
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 306
flow.total                                    | Total                     | 782
flow.active                                   | Total                     | 317
flow.tcp                                      | Total                     | 782
flow.tcp_reuse                                | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 28
flow.wrk.flows_evicted_pkt_inject             | Total                     | 28
flow.wrk.flows_evicted                        | Total                     | 1
flow.wrk.flows_injected                       | Total                     | 28
tcp.sessions                                  | Total                     | 771
tcp.ssn_from_cache                            | Total                     | 28
tcp.ssn_from_pool                             | Total                     | 743
tcp.segment_from_cache                        | Total                     | 94
tcp.segment_from_pool                         | Total                     | 3453
app_layer.flow.http                           | Total                     | 771
app_layer.tx.http                             | Total                     | 771
flow.end.state.closed                         | Total                     | 465
flow.end.tcp_state.closed                     | Total                     | 465
flow.mgr.full_hash_pass                       | Total                     | 17
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10531
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1348
flow.mgr.flows_notimeout                      | Total                     | 884
flow.mgr.flows_timeout                        | Total                     | 464
flow.mgr.flows_evicted                        | Total                     | 464
flow.mgr.flows_evicted_needs_work             | Total                     | 28
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 436
flow.recycler.queue_avg                       | Total                     | 2
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 2955264
http.memuse                                   | Total                     | 83380
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:24:21 (uptime: 0d, 00h 02m 55s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 14641
capture.afpacket.polls                        | Total                     | 25052
capture.afpacket.poll_timeout                 | Total                     | 19446
capture.afpacket.poll_data                    | Total                     | 5606
decoder.pkts                                  | Total                     | 14682
decoder.bytes                                 | Total                     | 5367797
decoder.ipv4                                  | Total                     | 14682
decoder.ethernet                              | Total                     | 14682
decoder.tcp                                   | Total                     | 14682
tcp.syn                                       | Total                     | 819
tcp.synack                                    | Total                     | 819
decoder.avg_pkt_size                          | Total                     | 365
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 336
flow.total                                    | Total                     | 830
flow.active                                   | Total                     | 347
flow.tcp                                      | Total                     | 830
flow.tcp_reuse                                | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 30
flow.wrk.flows_evicted_pkt_inject             | Total                     | 30
flow.wrk.flows_evicted                        | Total                     | 1
flow.wrk.flows_injected                       | Total                     | 30
tcp.sessions                                  | Total                     | 819
tcp.ssn_from_cache                            | Total                     | 30
tcp.ssn_from_pool                             | Total                     | 789
tcp.segment_from_cache                        | Total                     | 100
tcp.segment_from_pool                         | Total                     | 3666
app_layer.flow.http                           | Total                     | 819
app_layer.tx.http                             | Total                     | 819
flow.end.state.closed                         | Total                     | 483
flow.end.tcp_state.closed                     | Total                     | 483
flow.mgr.full_hash_pass                       | Total                     | 18
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10552
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1400
flow.mgr.flows_notimeout                      | Total                     | 919
flow.mgr.flows_timeout                        | Total                     | 481
flow.mgr.flows_evicted                        | Total                     | 481
flow.mgr.flows_evicted_needs_work             | Total                     | 29
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 452
flow.recycler.queue_avg                       | Total                     | 2
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 3082240
http.memuse                                   | Total                     | 86014
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:24:29 (uptime: 0d, 00h 03m 03s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 14741
capture.afpacket.polls                        | Total                     | 25839
capture.afpacket.poll_timeout                 | Total                     | 20187
capture.afpacket.poll_data                    | Total                     | 5652
decoder.pkts                                  | Total                     | 14789
decoder.bytes                                 | Total                     | 5429257
decoder.ipv4                                  | Total                     | 14789
decoder.ethernet                              | Total                     | 14789
decoder.tcp                                   | Total                     | 14789
tcp.syn                                       | Total                     | 825
tcp.synack                                    | Total                     | 825
decoder.avg_pkt_size                          | Total                     | 367
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 296
flow.total                                    | Total                     | 836
flow.active                                   | Total                     | 307
flow.tcp                                      | Total                     | 836
flow.tcp_reuse                                | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 32
flow.wrk.flows_evicted_pkt_inject             | Total                     | 32
flow.wrk.flows_evicted                        | Total                     | 1
flow.wrk.flows_injected                       | Total                     | 32
tcp.sessions                                  | Total                     | 825
tcp.ssn_from_cache                            | Total                     | 30
tcp.ssn_from_pool                             | Total                     | 795
tcp.segment_from_cache                        | Total                     | 100
tcp.segment_from_pool                         | Total                     | 3677
app_layer.flow.http                           | Total                     | 823
app_layer.tx.http                             | Total                     | 825
flow.end.state.closed                         | Total                     | 529
flow.end.tcp_state.closed                     | Total                     | 529
flow.mgr.full_hash_pass                       | Total                     | 19
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10593
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1497
flow.mgr.flows_notimeout                      | Total                     | 969
flow.mgr.flows_timeout                        | Total                     | 528
flow.mgr.flows_evicted                        | Total                     | 528
flow.mgr.flows_evicted_needs_work             | Total                     | 32
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 496
flow.recycler.queue_avg                       | Total                     | 2
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 3084288
http.memuse                                   | Total                     | 87954
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:24:37 (uptime: 0d, 00h 03m 11s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 15610
capture.afpacket.polls                        | Total                     | 27218
capture.afpacket.poll_timeout                 | Total                     | 21242
capture.afpacket.poll_data                    | Total                     | 5976
decoder.pkts                                  | Total                     | 15610
decoder.bytes                                 | Total                     | 5742617
decoder.ipv4                                  | Total                     | 15610
decoder.ethernet                              | Total                     | 15610
decoder.tcp                                   | Total                     | 15610
tcp.syn                                       | Total                     | 867
tcp.synack                                    | Total                     | 867
decoder.avg_pkt_size                          | Total                     | 367
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 297
flow.total                                    | Total                     | 878
flow.active                                   | Total                     | 308
flow.tcp                                      | Total                     | 878
flow.tcp_reuse                                | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 34
flow.wrk.flows_evicted_pkt_inject             | Total                     | 34
flow.wrk.flows_evicted                        | Total                     | 1
flow.wrk.flows_injected                       | Total                     | 34
tcp.sessions                                  | Total                     | 867
tcp.ssn_from_cache                            | Total                     | 33
tcp.ssn_from_pool                             | Total                     | 834
tcp.segment_from_cache                        | Total                     | 111
tcp.segment_from_pool                         | Total                     | 3876
app_layer.flow.http                           | Total                     | 867
app_layer.tx.http                             | Total                     | 867
flow.end.state.closed                         | Total                     | 570
flow.end.tcp_state.closed                     | Total                     | 570
flow.mgr.full_hash_pass                       | Total                     | 20
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10629
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1595
flow.mgr.flows_notimeout                      | Total                     | 1026
flow.mgr.flows_timeout                        | Total                     | 569
flow.mgr.flows_evicted                        | Total                     | 569
flow.mgr.flows_evicted_needs_work             | Total                     | 34
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 535
flow.recycler.queue_avg                       | Total                     | 2
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 2932736
http.memuse                                   | Total                     | 79826
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:24:45 (uptime: 0d, 00h 03m 19s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 16502
capture.afpacket.polls                        | Total                     | 28583
capture.afpacket.poll_timeout                 | Total                     | 22292
capture.afpacket.poll_data                    | Total                     | 6291
decoder.pkts                                  | Total                     | 16502
decoder.bytes                                 | Total                     | 6078792
decoder.ipv4                                  | Total                     | 16502
decoder.ethernet                              | Total                     | 16502
decoder.tcp                                   | Total                     | 16502
tcp.syn                                       | Total                     | 916
tcp.synack                                    | Total                     | 916
decoder.avg_pkt_size                          | Total                     | 368
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 315
flow.total                                    | Total                     | 927
flow.active                                   | Total                     | 326
flow.tcp                                      | Total                     | 927
flow.tcp_reuse                                | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 36
flow.wrk.flows_evicted_pkt_inject             | Total                     | 36
flow.wrk.flows_evicted                        | Total                     | 1
flow.wrk.flows_injected                       | Total                     | 36
tcp.sessions                                  | Total                     | 916
tcp.ssn_from_cache                            | Total                     | 36
tcp.ssn_from_pool                             | Total                     | 880
tcp.segment_from_cache                        | Total                     | 121
tcp.segment_from_pool                         | Total                     | 4095
app_layer.flow.http                           | Total                     | 916
app_layer.tx.http                             | Total                     | 916
flow.end.state.closed                         | Total                     | 601
flow.end.tcp_state.closed                     | Total                     | 601
flow.mgr.full_hash_pass                       | Total                     | 20
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10656
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1672
flow.mgr.flows_notimeout                      | Total                     | 1072
flow.mgr.flows_timeout                        | Total                     | 600
flow.mgr.flows_evicted                        | Total                     | 600
flow.mgr.flows_evicted_needs_work             | Total                     | 36
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 564
flow.recycler.queue_avg                       | Total                     | 2
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 2949120
http.memuse                                   | Total                     | 88288
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:24:53 (uptime: 0d, 00h 03m 27s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 17342
capture.afpacket.polls                        | Total                     | 29621
capture.afpacket.poll_timeout                 | Total                     | 22985
capture.afpacket.poll_data                    | Total                     | 6636
decoder.pkts                                  | Total                     | 17342
decoder.bytes                                 | Total                     | 6375609
decoder.ipv4                                  | Total                     | 17342
decoder.ethernet                              | Total                     | 17342
decoder.tcp                                   | Total                     | 17342
tcp.syn                                       | Total                     | 964
tcp.synack                                    | Total                     | 964
decoder.avg_pkt_size                          | Total                     | 367
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 322
flow.total                                    | Total                     | 975
flow.active                                   | Total                     | 333
flow.tcp                                      | Total                     | 975
flow.tcp_reuse                                | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 38
flow.wrk.flows_evicted_pkt_inject             | Total                     | 38
flow.wrk.flows_evicted                        | Total                     | 1
flow.wrk.flows_injected                       | Total                     | 38
tcp.sessions                                  | Total                     | 964
tcp.ssn_from_cache                            | Total                     | 38
tcp.ssn_from_pool                             | Total                     | 926
tcp.segment_from_cache                        | Total                     | 127
tcp.segment_from_pool                         | Total                     | 4309
app_layer.flow.http                           | Total                     | 964
app_layer.tx.http                             | Total                     | 964
flow.end.state.closed                         | Total                     | 642
flow.end.tcp_state.closed                     | Total                     | 642
flow.mgr.full_hash_pass                       | Total                     | 21
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10697
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1766
flow.mgr.flows_notimeout                      | Total                     | 1123
flow.mgr.flows_timeout                        | Total                     | 643
flow.mgr.flows_evicted                        | Total                     | 643
flow.mgr.flows_evicted_needs_work             | Total                     | 38
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 603
flow.recycler.queue_avg                       | Total                     | 3
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 3020800
http.memuse                                   | Total                     | 89744
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/3/2025 -- 11:25:01 (uptime: 0d, 00h 03m 35s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
